,Content ID,Type,Category,Reaction Type,Datetime,Sentiment,Score
559,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,heart,2020-09-30 18:21:57,positive,60
560,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,worried,2021-02-02 09:22:45,negative,12
561,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,want,2021-05-03 18:01:33,positive,70
562,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,like,2021-05-10 19:45:36,positive,50
563,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,super love,2020-10-07 13:22:10,positive,75
564,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,indifferent,2020-10-25 17:21:51,neutral,20
565,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,hate,2021-01-03 20:01:37,negative,5
566,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,like,2021-04-29 04:36:12,positive,50
567,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,heart,2021-05-07 14:55:36,positive,60
568,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,intrigued,2021-02-09 08:21:19,positive,45
569,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,love,2021-01-02 02:38:58,positive,65
570,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,love,2020-08-02 11:25:11,positive,65
571,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,heart,2021-01-11 10:46:58,positive,60
572,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,adore,2020-11-26 18:31:55,positive,72
573,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,like,2020-11-14 16:47:08,positive,50
574,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,worried,2020-09-28 03:59:57,negative,12
575,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,peeking,2021-04-12 15:08:42,neutral,35
576,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,disgust,2020-06-21 14:10:42,negative,0
577,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,indifferent,2021-02-11 00:21:08,neutral,20
578,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,dislike,2021-01-12 21:32:13,negative,10
579,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,love,2021-04-18 18:04:00,positive,65
580,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,cherish,2021-03-29 21:05:59,positive,70
581,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,super love,2020-08-27 23:25:41,positive,75
582,2920dccb-e06f-49fc-8049-b6d4164dfe84,gif,veganism,interested,2021-03-14 05:20:15,positive,30
583,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,cherish,2020-06-28 07:53:22,positive,70
584,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,adore,2020-12-09 23:38:09,positive,72
585,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,hate,2021-03-27 05:17:06,negative,5
586,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,super love,2021-04-17 18:59:39,positive,75
587,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,adore,2020-07-05 19:22:31,positive,72
588,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,dislike,2021-05-08 07:39:21,negative,10
589,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,like,2020-10-02 00:45:49,positive,50
590,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,interested,2021-01-04 04:40:07,positive,30
591,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,intrigued,2021-06-06 18:49:29,positive,45
592,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,super love,2020-10-02 01:50:11,positive,75
593,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,cherish,2020-11-02 14:43:06,positive,70
594,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,worried,2020-12-10 08:47:34,negative,12
595,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,want,2021-04-15 04:37:46,positive,70
596,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,hate,2020-12-13 00:43:22,negative,5
597,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,super love,2020-06-21 13:09:27,positive,75
598,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,scared,2020-08-18 11:34:22,negative,15
599,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,adore,2021-03-19 21:35:58,positive,72
600,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,disgust,2021-03-08 02:51:24,negative,0
601,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,want,2021-02-20 05:52:29,positive,70
602,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,peeking,2020-12-22 11:15:01,neutral,35
603,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,super love,2021-03-25 13:06:59,positive,75
604,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,indifferent,2020-08-26 19:10:51,neutral,20
605,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,worried,2020-12-07 06:14:06,negative,12
606,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,adore,2021-04-02 19:50:55,positive,72
607,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,dislike,2021-04-23 11:45:31,negative,10
608,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,worried,2020-12-23 18:50:35,negative,12
609,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,heart,2020-10-18 05:43:21,positive,60
610,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,disgust,2020-12-22 19:44:47,negative,0
611,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,peeking,2020-12-07 07:22:43,neutral,35
612,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,dislike,2020-09-12 15:36:58,negative,10
613,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,scared,2021-06-08 21:29:08,negative,15
614,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,hate,2021-04-17 17:26:33,negative,5
615,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,interested,2021-01-30 20:09:06,positive,30
616,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,cherish,2020-11-27 20:16:29,positive,70
617,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,love,2021-01-27 05:51:54,positive,65
618,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,indifferent,2020-06-30 22:30:50,neutral,20
619,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,want,2020-11-25 02:16:27,positive,70
620,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,heart,2021-01-30 03:07:13,positive,60
621,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,heart,2020-09-17 09:32:00,positive,60
622,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,super love,2021-02-15 09:38:39,positive,75
623,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,adore,2020-09-21 12:23:17,positive,72
624,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,worried,2021-06-07 03:26:27,negative,12
625,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,hate,2020-08-17 08:57:55,negative,5
626,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,hate,2020-12-20 05:07:35,negative,5
627,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,like,2020-11-16 16:06:27,positive,50
628,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,disgust,2020-07-08 10:18:43,negative,0
629,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,like,2020-11-06 15:34:37,positive,50
630,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,indifferent,2021-05-23 16:37:10,neutral,20
631,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,scared,2020-10-07 09:16:32,negative,15
632,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,want,2020-09-01 22:33:03,positive,70
633,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,heart,2021-03-17 16:26:07,positive,60
634,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,adore,2020-06-24 21:45:00,positive,72
635,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,cherish,2020-07-20 09:08:42,positive,70
636,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,super love,2020-11-08 03:05:59,positive,75
637,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,indifferent,2021-02-18 10:43:12,neutral,20
638,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,like,2021-02-01 11:49:53,positive,50
639,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,disgust,2020-10-22 15:01:57,negative,0
640,89fd8f89-807f-4076-b7e7-84db361e11c1,audio,studying,intrigued,2020-09-09 00:41:20,positive,45
641,89fd8f89-807f-4076-b7e7-84db361e11c1,audio,studying,intrigued,2020-07-05 10:43:09,positive,45
642,89fd8f89-807f-4076-b7e7-84db361e11c1,audio,studying,hate,2021-04-07 20:19:30,negative,5
643,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,disgust,2021-01-17 23:43:53,negative,0
644,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,disgust,2020-06-23 11:28:25,negative,0
645,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,dislike,2020-10-22 09:15:50,negative,10
646,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,adore,2021-03-10 18:08:20,positive,72
647,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,worried,2020-12-28 09:05:09,negative,12
648,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,hate,2021-05-19 11:51:15,negative,5
649,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,adore,2021-05-04 21:19:02,positive,72
650,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,hate,2020-12-26 13:56:56,negative,5
651,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,worried,2021-01-23 11:26:42,negative,12
652,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,interested,2020-11-03 04:22:14,positive,30
653,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,super love,2020-09-02 00:42:34,positive,75
654,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,dislike,2020-12-11 09:58:16,negative,10
655,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,heart,2021-01-14 00:16:41,positive,60
656,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,super love,2020-10-16 14:01:02,positive,75
657,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,dislike,2021-02-03 08:07:48,negative,10
658,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,worried,2020-12-15 07:10:58,negative,12
659,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,dislike,2020-10-10 22:18:07,negative,10
660,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,heart,2021-03-23 19:44:59,positive,60
661,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,indifferent,2020-07-24 12:25:11,neutral,20
662,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,hate,2021-02-05 19:47:55,negative,5
663,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,interested,2021-02-09 04:51:20,positive,30
664,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,adore,2020-10-04 22:03:38,positive,72
665,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,intrigued,2021-01-15 21:57:57,positive,45
666,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,interested,2020-06-24 01:16:23,positive,30
667,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,indifferent,2020-07-02 22:14:27,neutral,20
668,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,hate,2021-02-16 12:59:22,negative,5
669,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,like,2021-01-01 01:06:11,positive,50
670,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,dislike,2020-06-22 05:26:30,negative,10
671,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,like,2021-03-07 22:58:12,positive,50
672,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,intrigued,2021-06-13 16:33:27,positive,45
673,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,worried,2020-11-29 17:52:54,negative,12
674,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,hate,2020-09-16 06:44:28,negative,5
675,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,peeking,2021-01-25 20:18:18,neutral,35
676,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,peeking,2020-08-05 20:00:04,neutral,35
677,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,interested,2020-08-13 18:17:46,positive,30
678,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,intrigued,2020-10-21 00:53:58,positive,45
679,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,cherish,2021-01-03 15:07:59,positive,70
680,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,hate,2020-11-11 12:09:36,negative,5
681,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,super love,2021-01-30 07:11:38,positive,75
682,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,scared,2021-03-25 14:56:54,negative,15
683,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,interested,2020-08-26 19:33:55,positive,30
684,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,want,2021-02-28 02:47:12,positive,70
685,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,hate,2020-07-10 14:19:54,negative,5
686,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,scared,2020-08-18 09:56:16,negative,15
687,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,dislike,2020-07-22 20:32:40,negative,10
688,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,interested,2020-10-22 19:08:38,positive,30
689,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,worried,2020-07-04 12:35:11,negative,12
690,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,super love,2020-08-12 21:47:07,positive,75
691,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,hate,2020-12-12 13:04:31,negative,5
692,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,love,2021-03-27 20:10:54,positive,65
693,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,intrigued,2021-04-18 06:34:31,positive,45
694,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,peeking,2020-11-29 09:38:35,neutral,35
695,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,worried,2020-07-17 05:35:53,negative,12
696,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,want,2020-10-01 04:13:04,positive,70
697,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,cherish,2020-11-22 16:02:35,positive,70
698,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,worried,2020-11-01 03:02:59,negative,12
699,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,disgust,2020-10-10 23:55:45,negative,0
700,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,like,2020-08-02 05:53:36,positive,50
701,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,intrigued,2020-11-12 20:23:44,positive,45
702,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,love,2021-01-25 20:58:25,positive,65
703,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,hate,2021-02-12 12:06:27,negative,5
704,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,want,2020-08-18 03:41:33,positive,70
705,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,scared,2021-02-26 21:35:14,negative,15
706,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,heart,2021-05-30 10:00:23,positive,60
707,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,scared,2021-02-24 17:09:32,negative,15
708,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,love,2021-01-08 15:13:20,positive,65
709,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,interested,2020-10-13 12:54:00,positive,30
710,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,heart,2020-07-08 11:52:26,positive,60
711,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,adore,2021-02-16 12:11:01,positive,72
712,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,disgust,2020-08-01 08:00:05,negative,0
713,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,hate,2020-12-25 22:21:40,negative,5
714,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,adore,2020-11-04 14:40:19,positive,72
715,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,peeking,2020-11-22 01:05:58,neutral,35
716,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,cherish,2020-09-07 23:56:37,positive,70
717,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,scared,2021-06-05 11:48:51,negative,15
718,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,hate,2020-12-27 22:57:47,negative,5
719,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,intrigued,2020-09-25 22:00:47,positive,45
720,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,adore,2020-08-04 11:20:40,positive,72
721,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,dislike,2021-03-18 18:58:00,negative,10
722,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,like,2020-09-30 09:07:08,positive,50
723,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,intrigued,2020-10-19 03:36:22,positive,45
724,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,adore,2020-10-27 21:57:49,positive,72
725,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,disgust,2020-06-30 23:11:07,negative,0
726,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,scared,2021-02-05 02:00:43,negative,15
727,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,intrigued,2021-03-12 23:07:49,positive,45
728,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,heart,2020-10-17 04:55:11,positive,60
729,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,worried,2021-05-22 03:37:41,negative,12
730,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,indifferent,2020-06-24 02:58:34,neutral,20
731,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,super love,2021-03-13 21:26:58,positive,75
732,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,disgust,2021-05-21 14:58:32,negative,0
733,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,peeking,2021-02-07 13:05:34,neutral,35
734,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,interested,2020-12-13 00:37:47,positive,30
735,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,worried,2021-03-11 00:44:37,negative,12
736,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,peeking,2020-12-12 15:42:49,neutral,35
737,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,adore,2020-12-23 12:51:18,positive,72
738,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,love,2021-02-03 21:47:30,positive,65
739,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,cherish,2020-09-01 22:44:10,positive,70
740,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,disgust,2020-10-01 07:34:15,negative,0
741,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,want,2021-04-16 09:46:40,positive,70
742,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,super love,2020-11-12 16:56:37,positive,75
743,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,cherish,2020-09-18 23:23:40,positive,70
744,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,adore,2020-07-25 18:29:59,positive,72
745,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,super love,2021-04-12 23:07:35,positive,75
746,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,like,2020-07-11 00:31:58,positive,50
747,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,like,2020-12-28 00:27:06,positive,50
748,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,want,2020-08-10 05:25:41,positive,70
749,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,worried,2021-03-08 12:14:48,negative,12
750,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,adore,2021-04-20 02:53:48,positive,72
751,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,indifferent,2021-01-18 08:31:30,neutral,20
752,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,scared,2021-02-01 07:58:59,negative,15
753,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,like,2021-03-14 07:00:28,positive,50
754,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,peeking,2021-06-17 13:42:29,neutral,35
755,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,interested,2020-09-26 09:33:40,positive,30
756,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,scared,2021-02-17 18:29:20,negative,15
757,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,disgust,2020-07-07 12:17:02,negative,0
758,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,heart,2021-03-26 14:57:37,positive,60
759,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,hate,2021-01-13 14:21:39,negative,5
760,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,intrigued,2021-01-26 04:49:54,positive,45
761,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,worried,2021-01-08 12:59:57,negative,12
762,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,adore,2021-05-13 08:45:02,positive,72
763,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,dislike,2021-04-05 06:47:30,negative,10
764,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,interested,2021-04-28 07:56:20,positive,30
765,457301ee-3e87-40d8-8b82-ea4e1fa90e39,gif,healthy eating,want,2021-01-20 09:12:01,positive,70
766,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,cherish,2021-04-18 19:52:53,positive,70
767,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,indifferent,2021-05-25 13:39:32,neutral,20
768,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,dislike,2021-04-13 04:44:45,negative,10
769,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,heart,2020-09-07 15:12:42,positive,60
770,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,indifferent,2021-04-30 19:43:14,neutral,20
771,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,heart,2021-04-24 12:10:33,positive,60
772,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,interested,2020-07-26 02:20:28,positive,30
773,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,adore,2020-09-06 09:22:49,positive,72
774,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,disgust,2020-09-08 15:30:59,negative,0
775,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,like,2020-07-26 17:43:37,positive,50
776,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,dislike,2020-12-07 07:49:34,negative,10
777,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,dislike,2021-05-03 02:36:21,negative,10
778,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,love,2021-02-19 03:09:51,positive,65
779,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,indifferent,2021-01-27 01:27:26,neutral,20
780,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,cherish,2020-11-14 01:27:43,positive,70
781,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,worried,2020-07-06 05:30:37,negative,12
782,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,cherish,2020-08-16 19:30:51,positive,70
783,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,hate,2021-01-22 21:05:15,negative,5
784,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,like,2021-02-16 02:10:59,positive,50
785,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,intrigued,2020-10-14 08:12:45,positive,45
786,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,scared,2020-10-30 06:51:28,negative,15
787,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,interested,2021-01-04 16:17:21,positive,30
788,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,dislike,2020-10-19 19:31:18,negative,10
789,16757b80-2803-4464-b5d7-e372d8d77337,gif,technology,hate,2020-11-11 18:52:27,negative,5
790,4478d98e-43e8-4dc0-884d-c1115aa8b970,audio,animals,worried,2020-07-29 20:23:08,negative,12
791,4478d98e-43e8-4dc0-884d-c1115aa8b970,audio,animals,hate,2020-07-15 03:34:11,negative,5
792,4478d98e-43e8-4dc0-884d-c1115aa8b970,audio,animals,dislike,2020-09-20 07:23:21,negative,10
793,4478d98e-43e8-4dc0-884d-c1115aa8b970,audio,animals,super love,2020-10-10 12:25:25,positive,75
794,4478d98e-43e8-4dc0-884d-c1115aa8b970,audio,animals,like,2020-12-26 18:29:27,positive,50
795,4478d98e-43e8-4dc0-884d-c1115aa8b970,audio,animals,interested,2020-10-31 12:10:36,positive,30
796,4478d98e-43e8-4dc0-884d-c1115aa8b970,audio,animals,interested,2020-09-21 12:16:29,positive,30
797,4478d98e-43e8-4dc0-884d-c1115aa8b970,audio,animals,interested,2021-05-09 05:10:27,positive,30
798,4478d98e-43e8-4dc0-884d-c1115aa8b970,audio,animals,love,2020-09-29 23:50:41,positive,65
799,4478d98e-43e8-4dc0-884d-c1115aa8b970,audio,animals,super love,2020-06-25 08:02:11,positive,75
